63997
/m/0h4kb
/m/0h4kb
Stephen King
1982
{"/m/0l67h": "Novella"}
160 1
160s 1
40 1
a 27
about 5
abuse 1
accusation 1
accusations 1
ace 6
adulthood 1
adventure 1
advice 1
after 5
again 1
air 1
alcohol 1
alem 1
along 2
also 2
an 7
and 39
anger 1
anonymous 1
another 1
appear 1
appears 3
are 7
argument 2
arm 1
arrives 1
as 8
ass 1
assailants 1
at 3
aunt 3
authorities 2
back 2
bag 1
bannerman 2
be 5
beatings 1
became 1
become 1
becomes 1
befriending 1
begins 1
belonging 1
bestseller 1
billy 2
biography 1
blueberries 1
body 6
boy 2
boys 8
bracowicz 1
break 1
breaks 1
bridge 1
brief 1
briefly 1
brother 4
brower 2
bullies 1
but 3
by 5
camping 1
can 1
canadian 1
car 1
carrie 2
castle 2
causes 1
chalmers 2
chamberlain 2
chambers 1
chapters 1
character 1
characters 1
charlie 2
chased 1
cheated 1
children 1
chopper 2
chris 9
claimed 1
claiming 1
classmates 1
clearly 2
collection 1
college 2
collegepreparation 1
compares 1
composed 1
concerned 1
confrontation 1
constable 1
continues 1
corpse 2
counselors 1
counterculture 1
county 1
courses 1
crashes 1
crew 1
cribbed 1
crossing 1
cujo 4
day 1
days 1
dead 1
death 1
decide 2
dedicated 1
delighted 1
describe 1
described 1
describes 1
different 1
distrust 1
do 1
does 1
dog 2
done 1
drift 1
drugs 1
duchamp 1
dump 1
during 2
earlier 1
east 1
eight 1
else 1
employee 1
even 1
events 1
eventually 1
evvie 3
eyeball 1
face 1
famous 2
fan 1
fastfood 1
fastforward 1
fate 1
father 3
features 1
film 1
final 1
finally 1
find 2
fingers 1
fire 1
fires 1
first 3
flashback 1
flashforward 1
for 2
found 1
four 4
friend 2
friends 7
from 14
further 3
future 1
fuzzy 2
gang 3
gaunt 1
george 2
get 1
goes 1
going 1
gone 1
gordie 10
gordon 4
grow 1
gun 1
had 1
happenings 1
harlow 1
harming 1
has 5
haunted 1
having 1
hayworth 1
he 11
heart 1
help 1
her 1
high 2
him 4
his 18
hogan 2
home 2
house 1
however 1
idea 1
identify 1
in 21
incident 1
influence 1
informs 1
insults 1
into 4
is 20
it 3
jerusalem 1
john 1
journals 1
just 2
kick 1
kids 1
killed 2
king 8
lard 1
last 1
later 4
law 1
leader 1
learn 1
leave 1
leaves 1
less 1
lies 1
life 1
like 1
lisa 1
listen 1
literary 1
location 3
longer 1
looking 1
lot 2
made 1
magazines 1
main 1
maine 1
major 1
manages 1
manuscripts 1
mcleod 4
me 1
men 1
mentioned 1
merrill 3
miles 1
milo 3
minor 1
missing 2
more 1
mother 1
mr 1
narration 1
narrative 1
narratives 1
nearly 1
needful 1
neighbor 1
next 1
niece 1
no 2
nona 1
none 1
norman 1
nose 1
not 2
nothing 1
novel 5
novella 1
novels 1
number 1
occasionally 1
of 29
off 3
old 1
older 5
on 3
one 4
only 1
or 2
others 1
out 2
outstanding 1
over 2
overheard 1
pails 1
party 1
passengers 1
past 1
perhaps 1
person 2
perspective 1
phone 1
pick 1
place 1
plagiarism 1
point 1
polly 1
portion 1
predicted 1
predicts 1
pressman 1
presumed 1
prisons 1
publishes 1
pulls 1
railroad 1
ray 2
read 2
realize 1
realizes 1
reason 1
redemption 1
reference 1
referenced 3
referred 1
refuse 1
refused 2
remembers 1
repercussions 1
requested 1
requests 1
restaurant 1
resting 1
result 1
return 1
revealed 1
richard 1
rita 1
road 1
rock 2
rogak 1
royalties 1
run 2
same 2
school 4
seasons 1
second 1
see 1
seen 1
serious 1
seriously 1
set 2
setting 1
seven 1
severe 1
shawshank 2
sheriff 1
shocked 1
short 2
since 1
skeleton 1
small 1
snotnosed 1
so 4
some 2
something 1
spite 1
spot 1
stabbed 1
stand 1
standoff 1
state 1
stating 1
stephen 1
stop 1
stories 1
story 11
student 1
successful 2
sued 1
sunrise 1
supernatural 1
survive 1
survivor 1
takes 1
taking 1
talking 1
taunts 1
teachers 1
teddy 8
teenagers 1
ten 1
tessio 2
testicles 1
that 15
the 77
their 1
them 1
then 2
there 3
they 6
things 1
this 1
threatens 1
three 3
through 1
time 2
times 1
tip 1
to 24
told 1
took 2
toward 1
town 2
tracks 1
train 1
trashman 1
trespass 1
trip 1
trying 1
twenty 1
two 3
ultimately 1
unauthorized 1
under 1
unexpectedly 1
unleash 1
up 1
upset 1
ventured 1
verge 1
vern 8
veteran 1
vietnam 1
walk 1
wanted 1
war 1
was 6
way 1
well 1
went 1
were 1
when 5
where 1
which 4
while 4
who 4
whom 1
wife 1
will 3
with 4
without 1
woods 1
write 2
writer 1
writing 1
written 2
wrote 1
year 2
years 3
young 1
younger 1
zone 1
