9983157
/m/02pyw95
/m/02pyw95
Rex Stout
1958-02-14
{"/m/02n4kr": "Mystery", "/m/028v3": "Detective fiction", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
a 20
about 1
admitting 1
after 4
alfred 1
all 4
along 1
already 1
also 3
an 6
and 29
any 1
anything 1
apparently 1
appear 1
appointment 1
approach 1
archie 22
are 3
arranged 1
arrive 1
arrives 1
artisan 1
as 5
asian 1
at 5
attached 1
attend 1
attending 1
attends 1
back 2
bar 2
bartender 1
based 1
bathroom 1
be 2
became 1
been 1
before 1
being 1
bent 1
between 1
blatant 1
bombshell 1
book 2
bottle 2
bottweill 20
bottweilljerome 1
breakfast 1
breeches 1
briefly 1
bring 1
brings 1
brownstone 1
business 3
but 6
button 1
by 1
call 1
calls 1
can 2
cannot 1
capital 1
case 1
champagne 1
change 1
charade 1
chauffeur 1
cherry 2
christmas 1
claim 1
claus 1
comes 1
comply 1
concentrating 1
confess 1
conversation 1
convinced 1
costume 2
could 1
counting 1
cramer 1
current 1
cyanide 3
dancing 1
death 1
delivers 1
demand 2
depends 1
design 1
designs 1
desperate 1
dickey 1
died 1
dies 1
dinner 1
discussing 1
dismisses 1
disrupting 1
do 1
does 1
dont 1
doorbell 1
down 1
drank 1
draped 1
drink 1
drive 1
duly 1
east 1
eating 1
elevator 2
emil 1
employer 1
engaged 1
entire 1
errand 1
escape 1
established 1
events 1
everyone 1
evidence 1
executed 1
exit 1
explains 1
extreme 1
fiancee 1
finally 1
find 2
finding 1
finds 3
finishes 2
first 2
floor 2
flummery 1
follow 1
followed 1
for 10
found 1
friday 2
friend 1
from 3
furniture 1
gave 1
genuinely 1
get 2
glass 1
gloves 3
go 1
goldplating 1
gone 1
goodwin 1
granted 1
had 1
has 9
hatch 3
have 3
having 2
he 15
heads 1
heard 2
hell 1
her 9
him 4
himself 4
hires 1
his 10
hours 1
how 1
humiliating 1
hybridizer 1
identical 1
identify 1
if 2
implies 1
in 10
incredulous 1
instead 1
instructions 1
interrupts 1
intimacy 1
into 1
inviting 1
involved 1
is 16
island 2
issue 1
issuing 1
it 12
its 1
jacket 1
jerome 2
judge 1
keeps 1
kept 2
kiernan 3
knew 2
knows 1
kurt 1
last 1
leads 1
leave 1
led 1
left 3
leo 1
license 4
limousine 1
lock 1
long 2
man 1
manager 1
margot 7
marketable 1
marriage 3
marry 3
mask 1
material 1
mean 1
meeting 1
men 1
merchandise 1
might 1
miss 5
moment 1
more 1
morning 1
motivate 1
motives 1
mrs 2
much 2
murdered 1
murderer 1
must 2
named 1
necessity 1
no 2
nobody 1
none 1
not 3
notes 1
nothing 1
notices 1
now 1
nowhere 1
occasionally 1
of 15
office 7
on 12
one 3
only 2
opportunity 1
or 1
orchid 1
order 1
other 1
others 1
out 4
over 2
pair 1
paramour 1
partner 1
party 4
partygoers 3
peeked 1
perfectly 1
pernod 6
perry 1
personal 1
plan 1
plans 1
played 3
poisoning 1
police 4
possibly 1
potentially 1
present 1
private 1
procrastinating 1
promised 1
promptly 1
propose 1
publicity 1
purley 2
pushes 1
put 1
putting 2
questioning 1
quit 1
quon 7
radio 1
rage 1
ran 2
reason 1
recently 1
receptionist 1
refuses 1
regarded 1
relationship 1
report 1
reporting 1
reports 1
returned 1
returns 1
reveals 1
riles 1
rings 1
room 1
santa 11
saw 1
says 1
script 1
season 1
sends 2
sergeant 1
services 1
several 1
she 8
shows 1
signed 1
situation 1
skipping 1
so 3
some 1
something 2
son 2
source 1
sparing 1
speak 1
standing 1
start 1
starts 1
state 1
stebbins 2
strongly 1
studio 2
stunned 1
substantiate 1
such 1
suggested 1
supply 2
take 1
takes 1
task 1
tell 1
tells 2
ten 1
tending 2
than 1
that 25
the 45
them 2
then 1
there 3
thing 1
through 1
thrown 1
thursday 1
thus 1
to 35
toast 2
told 1
too 1
tosses 1
touch 1
try 1
trying 1
turns 1
two 1
unobserved 1
unusual 1
up 1
uses 1
via 1
wanting 1
wants 2
was 7
wealthy 1
wearing 1
wed 1
wednesday 1
weeks 1
were 1
when 4
where 1
whether 1
which 1
while 1
white 1
who 5
whoever 1
widow 1
wig 1
will 3
willing 1
with 4
withholding 1
without 1
witness 1
wolfe 23
work 1
worked 1
works 1
workshop 2
would 3
