3327922
/m/0961df
/m/0961df
Dean Koontz
1968
{"/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction"}
a 5
an 1
and 2
armored 1
be 3
been 3
between 1
biological 1
bring 1
but 2
by 1
catalyst 2
changed 1
cosmic 1
could 2
destruction 1
driftwood 1
end 1
equally 1
fearfully 1
forcibly 1
had 3
hands 1
hated 1
he 1
in 2
individualist 1
instrument 1
interplanetary 1
into 1
jumbo 1
landthe 1
mantank 1
mechanical 1
might 1
monsters 1
muties 1
noman 1
now 1
of 5
once 1
one 1
peasant 1
people 2
possibly 1
quest 1
ravaged 1
rebel 1
right 4
romaghins 1
rostar 1
seemed 1
setessins 1
simple 1
starshattering 1
ten 1
that 3
the 10
there 1
they 1
thing 1
thousand 1
to 1
tohm 1
universe 1
voracious 1
warfare 1
warfarethe 1
warfarethose 1
well 1
who 2
would 1
years 1
