25342827
/m/09gq9xv
/m/09gq9xv
David Weber
2010-04
{"/m/06n90": "Science Fiction"}
0 1
120 1
2 1
200 1
2000 1
25 1
30 1
60 1
a 24
abducted 1
abduction 1
abomination 1
about 9
access 1
accompanied 1
accurate 1
actions 2
activities 1
additional 1
admitted 1
adorai 2
advanced 1
afterwards 1
again 3
against 7
agree 1
agrees 1
ahbraim 1
ahnzhelyk 1
air 1
alanah 1
alive 1
all 8
allies 1
ally 1
alone 1
along 4
already 1
also 3
ambush 1
among 1
amount 1
an 5
and 64
angry 1
anonymous 1
another 1
anvil 1
any 1
anything 1
apply 1
archbishop 2
archbishops 1
are 10
aristocratic 1
armed 1
army 1
arranges 1
arrest 1
arresting 1
arrests 1
arrived 1
arrives 1
as 22
asking 1
associates 1
at 7
attempting 1
attention 1
back 1
badly 1
baron 1
base 1
basis 1
battle 1
be 8
becomes 1
becoming 1
bedchamber 1
been 3
before 2
begin 3
begins 1
being 1
best 1
birth 1
bishopexecutor 1
bishops 2
both 5
brother 2
brought 1
brutally 2
bryahn 2
bulk 1
burned 1
but 1
buys 1
by 9
can 4
cannons 1
capital 3
catch 1
caught 1
caused 1
cave 2
cayleb 8
changing 1
channel 1
charge 1
charis 9
charisian 3
charisians 4
charitable 1
chermyn 1
child 1
children 1
chisholm 1
choice 2
church 14
circle 5
city 2
civil 1
clandestine 1
clean 1
clear 1
clyntahn 5
coalesce 1
cohesiveness 1
collecting 1
column 1
come 1
comforts 1
command 1
communicators 1
compassionately 1
complete 1
completely 1
comply 1
computer 1
confessional 1
conquest 1
consequently 1
conspiracies 1
conspiracy 3
conspirators 3
constant 1
consult 1
contact 1
contend 1
convinces 1
coris 6
corisande 8
corisandian 1
corisandians 1
corruption 2
cost 1
council 3
court 1
cousin 2
crews 1
critical 1
crown 1
crush 1
dagger 1
daivyn 1
damage 1
daring 1
dead 1
death 3
decapitate 1
deceive 1
decide 3
decision 1
declared 2
defeat 1
defroked 1
delferahk 1
demands 1
deputy 1
designed 1
desnairian 1
despite 3
destroy 1
destroyed 2
destructiveness 1
detailed 1
determined 1
developing 1
did 2
discipline 1
discover 1
discuss 1
diseases 1
disguise 1
disguised 1
disguises 1
disobedience 1
do 2
dohlar 4
dohlaran 1
done 1
dozens 1
draw 1
duchairn 2
duke 2
during 1
duty 1
dynnys 2
earl 8
earns 1
either 1
eliminating 1
emperor 3
empire 3
empress 2
encourage 2
