2241232
/m/06yjx8
/m/06yjx8
Agatha Christie

{"/m/0lsxr": "Crime Fiction", "/m/02n4kr": "Mystery", "/m/0dwly": "Children's literature", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
118 1
15 2
a 41
about 3
above 1
account 1
acid 4
acknowledged 1
actually 1
adds 3
adventure 1
afraid 1
after 6
afternoon 1
age 1
aged 1
ali 1
alibi 1
all 4
allowing 1
along 1
also 1
altered 1
although 1
america 1
among 1
amy 1
an 4
analyzes 1
and 31
another 2
antika 1
antiquities 1
any 2
anyone 2
apparent 1
appeared 1
appearing 1
appears 1
archaeologist 2
archeological 1
archeologist 1
are 2
around 1
arranges 1
arrival 2
arrived 2
artifacts 1
as 20
ascertain 1
asked 1
asks 2
associate 1
at 14
attend 1
attention 1
attracted 1
avail 1
available 1
away 2
badly 1
barred 1
bars 1
be 8
bearing 1
beautiful 1
bed 2
bedroom 1
bedside 1
been 3
before 5
begin 1
begins 1
behalf 1
behind 1
being 2
belgian 1
belle 1
beyond 1
beyrouth 1
bizarre 1
bloodstained 1
bludgeoned 1
blunt 1
boarding 1
body 6
bosner 14
both 1
bowl 1
briefly 2
british 1
broke 1
brother 2
brought 1
but 6
by 12
calling 2
calls 1
calmed 1
can 1
cannot 1
capable 1
capt 2
captured 1
career 1
carey 2
carry 1
catholic 1
caught 1
certain 2
character 1
choke 1
clear 2
cleric 1
climbed 1
closed 1
colleague 1
committed 1
companion 1
competent 1
complex 1
confides 1
connection 1
considers 3
copies 1
could 7
courtyard 1
crack 1
crash 1
crashed 1
cried 1
crime 6
crimes 1
cry 2
dame 1
david 1
day 2
dead 4
death 3
decides 1
declining 1
department 1
detective 1
determined 1
did 3
dies 1
dig 11
disbelieves 1
discourage 1
discovered 2
disfigured 1
disguised 1
distracted 1
divert 1
do 1
does 1
down 1
dr 12
drinking 1
dropped 1
during 2
dying 1
each 2
earlier 3
ears 1
ease 1
east 1
edge 1
effort 1
else 1
emmott 1
end 2
ended 1
england 2
enter 1
enthusiasts 1
entry 1
epigraphist 1
erich 2
escape 1
establish 1
established 1
events 1
eventually 1
ever 1
every 3
everyone 3
everything 1
expedition 2
experience 1
explaining 1
explains 2
face 1
facial 1
fact 2
falling 1
fatally 1
father 2
few 1
fifteen 1
first 6
for 6
formal 1
found 3
france 1
frederick 2
free 1
friend 2
frightened 1
from 10
funeral 3
further 1
german 1
germany 1
ghostly 1
glass 2
go 1
goes 1
goings 1
good 2
great 1
grief 1
group 3
habit 1
had 8
hand 1
handle 1
has 6
hassanieh 1
have 2
he 28
head 4
heard 3
heavy 1
her 44
hercule 1
herself 1
him 4
himself 1
his 18
hole 1
home 1
hoped 1
house 7
how 4
however 2
humor 1
husband 7
hydrochloric 3
idea 1
identification 1
identities 1
identity 2
if 3
ill 1
image 1
in 34
incredibly 1
indecision 1
indicate 1
informally 1
inside 1
inspected 1
intercepted 1
invitation 1
iraq 3
is 24
it 9
its 4
job 1
johnson 9
join 3
joined 1
joins 1
jug 1
jump 1
just 2
kept 1
kill 1
killed 2
know 1
known 3
large 1
lastly 1
late 2
later 1
lavigny 3
law 1
learns 1
leatheran 14
leaves 1
leaving 1
leidner 22
letters 7
life 1
line 1
local 2
logic 1
long 1
longer 1
longtime 2
look 1
looking 1
loss 2
louise 9
love 2
loyalty 1
made 2
maitland 2
make 1
makes 2
man 10
managed 1
manages 1
marriage 2
married 4
mask 2
match 1
may 2
meals 1
medical 1
meet 1
meets 1
members 1
men 3
menier 3
merci 1
met 1
method 1
middle 1
miss 9
missing 1
mix 1
more 2
motives 1
moved 2
mrs 9
murder 7
murdered 4
murderer 1
murders 2
must 4
name 1
named 2
near 2
nearperfect 1
new 4
night 4
nightstand 1
no 10
noise 1
not 10
nothing 1
notion 1
now 1
nurse 19
nursed 1
object 1
observe 1
observes 1
obvious 1
of 30
off 1
often 1
old 1
older 1
on 15
once 1
one 8
oneself 1
only 2
opened 1
or 6
ordinarily 1
ostensibly 1
other 2
others 1
out 6
outside 1
over 1
overcome 1
own 3
painful 1
pair 1
part 1
passionnel 1
peaceful 1
peering 1
people 1
perfect 1
person 1
personally 1
perspective 1
place 1
planned 2
planning 1
plants 1
points 1
poirot 11
poisoning 1
police 2
pottery 1
precious 1
presents 1
previous 1
professional 1
proof 1
properly 1
protectorate 1
puppy 1
quern 2
questions 2
quiet 1
raoul 2
rapidly 1
rather 1
reach 1
realises 1
realized 2
really 1
reason 1
received 1
recognition 1
recognize 1
recurrence 1
regretting 1
reilly 6
relations 1
relationship 1
relationships 1
remarking 1
remarried 2
remorse 1
replace 1
replaced 1
replaces 1
reputation 1
resolution 1
rest 2
results 1
retrieved 1
return 2
returned 1
revive 1
richard 2
right 1
roof 5
room 7
rope 1
round 1
routine 1
rug 1
ruse 1
safe 1
same 1
sans 1
saw 5
scares 1
scene 1
scientists 1
seduce 1
see 1
seeing 1
seem 1
seems 1
seen 3
sending 1
sent 1
sentenced 1
servant 1
settles 1
several 1
she 31
sheila 2
shocking 1
short 1
show 1
shown 1
shut 2
side 1
sight 1
signed 1
similar 1
simple 2
site 1
skilled 1
sleeps 1
so 2
solve 3
solves 1
someone 1
sort 1
sorted 1
sound 1
specialists 1
speculates 1
