64019
/m/0h4s1
/m/0h4s1
Stephen King


120miles 1
a 14
about 2
after 3
alan 11
alone 1
amusement 1
an 1
and 11
another 1
any 1
around 1
as 2
at 5
bad 1
bed 1
been 2
before 1
begun 1
being 1
black 1
bullet 3
button 5
call 2
car 4
care 1
carry 1
charm 1
choose 1
coming 1
complete 1
continually 1
crotch 1
day 1
dead 1
death 1
decides 2
despite 1
die 1
done 1
during 1
dust 1
enough 1
escape 1
eventually 1
feeling 1
final 1
find 1
finds 1
fine 1
first 1
for 2
fright 1
from 1
functioning 1
george 6
german 1
gets 1
goes 1
good 1
graduates 1
graveyard 2
guilt 2
had 1
hampshire 1
happy 1
has 1
having 1
he 6
head 1
headstone 1
her 1
him 3
himself 2
his 15
hitchhike 1
hometown 1
hospital 2
i 2
impending 1
in 4
is 7
it 1
kid 1
knows 1
lacking 1
laconia 2
lewiston 1
lights 1
loses 1
luck 1
maine 1
man 1
means 1
meditation 1
moment 3
mother 9
must 1
my 1
named 1
neck 1
neighbor 1
new 1
next 2
notices 1
of 7
old 1
on 3
one 1
or 3
out 1
park 1
parker 2
phone 1
pick 1
reach 1
reaches 1
reappears 1
returns 1
ride 7
rode 2
sadness 1
saves 1
saying 1
scared 1
several 1
severed 1
sewn 1
shoves 1
smoking 1
soon 1
south 1
starts 1
staub 3
stinks 1
stitches 1
stranger 1
stroke 2
student 1
sure 1
take 2
taken 1
takes 2
talks 1
telling 1
tells 2
that 4
the 20
they 1
this 1
thrill 3
thumbing 1
to 12
too 2
town 1
treasures 1
trying 1
tugs 1
underneath 1
university 1
up 1
upon 1
urine 1
village 3
visit 1
walking 1
was 2
wearing 2
well 1
what 1
where 2
who 3
will 1
with 3
work 1
years 1
