67015
/m/0hnjc
/m/0hnjc
William Shakespeare

a 9
act 1
adriano 1
agree 1
all 1
almost 1
also 1
an 3
and 16
are 2
armado 2
arrives 1
as 2
assisted 1
at 1
be 2
believed 1
berowne 4
bitter 1
blows 1
boyet 1
but 1
by 6
camp 1
characters 1
claim 1
come 1
comedy 1
comic 1
comically 1
coming 1
companions 1
company 1
conceived 1
converse 1
costard 2
country 2
court 1
courtier 1
day 1
de 1
denies 1
devote 1
died 1
don 1
dumaine 1
each 1
elizabethan 1
end 1
ending 1
entertain 1
fails 1
faithful 1
fall 1
father 1
field 1
final 1
for 2
four 1
francis 1
give 1
has 1
heavilyaccented 1
helped 1
her 2
hesitantly 1
his 4
holofernes 2
humorous 1
idea 1
idiot 1
in 6
insisting 1
instantly 1
introduced 1
is 6
it 1
jaquenetta 1
king 6
kingdom 1
labour 1
ladies 6
latin 1
law 1
leave 1
longaville 1
lords 1
love 3
main 1
make 1
many 1
meet 1
men 2
mentioned 1
meres 1
mock 1
more 1
moth 1
must 2
nathaniel 1
navarre 1
news 1
nine 1
noble 1
nobles 2
not 1
oath 1
of 5
opens 1
other 2
others 1
outside 1
page 1
perform 1
play 7
princess 3
promising 1
prove 1
rather 1
remain 1
reminds 1
represent 1
rivalled 1
say 1
says 1
scholars 1
schoolboy 1
see 1
sequel 1
shakespeare 1
she 1
sir 1
some 1
somewhat 1
spanish 1
story 2
strong 1
study 1
subplots 1
suicidal 1
swear 1
swordsman 1
take 1
taking 1
than 1
that 6
the 29
their 3
them 1
themselves 1
there 1
they 3
this 4
three 3
throne 1
to 17
tries 1
true 1
twist 1
two 1
unconvinced 1
unusual 1
wait 1
we 2
well 1
wench 1
what 2
where 1
whole 1
with 2
within 1
women 1
won 1
woo 1
worthies 1
would 1
year 1
years 1
