15969915
/m/03qjkb_
/m/03qjkb_

1992
{"/m/05hgj": "Novel"}
a 3
against 1
agrees 1
amazon 1
an 2
and 4
at 1
baine 1
balls 1
below 1
between 1
bizarre 1
blacktie 1
booker 1
by 1
careening 1
career 1
chain 1
clients 1
coleman 1
dancers 1
dollars 1
dozens 1
drug 1
even 2
events 1
falls 1
families 1
family 1
find 1
finds 1
for 1
freeway 1
from 2
herrick 1
himself 1
his 5
houston 1
hundreds 1
in 2
innocent 1
into 1
is 1
jets 1
jimmy 1
justice 1
kerrick 1
killing 1
lawyer 2
lawyers 1
life 2
lurks 1
megafirm 1
millions 1
most 1
motion 1
murderer 1
of 6
on 1
one 2
opulent 1
overpass 1
own 1
partner 1
people 1
pitted 1
populated 1
practice 1
private 1
propane 1
psychopathic 1
pushers 1
represent 1
respected 1
robert 1
ruthless 1
set 1
shadows 1
stake 1
struggles 1
that 1
the 6
threatens 1
to 3
topless 1
trial 1
truck 1
ultimately 1
underworld 1
victims 1
when 1
while 1
with 1
