7295674
/m/025yg_k
/m/025yg_k
Rex Stout
1934
a 7
about 1
affected 1
after 1
although 1
and 1
anna 1
any 1
apparently 1
appeals 1
archie 1
at 1
back 1
barstow 2
been 3
before 1
boardinghouse 1
brother 1
by 2
call 1
carlo 5
clipped 1
club 1
college 1
conjectures 1
construct 1
consulting 1
copy 1
countryside 1
dealer 1
death 1
decides 1
depression 1
durkin 1
employees 1
equipment 1
family 1
find 1
fiore 1
found 1
fred 1
friend 1
from 2
further 1
girl 1
golf 1
had 4
he 2
her 2
him 2
hired 1
his 5
holland 1
in 3
is 2
it 2
job 1
keep 1
keeps 1
killed 1
killer 1
learns 1
listened 1
locate 1
locates 1
maffei 4
makes 1
maria 1
metalworker 1
missing 1
more 1
murder 1
murdered 1
new 1
of 5
oliver 1
on 1
one 1
ordered 1
own 1
pay 1
peter 1
phone 1
president 1
progress 1
received 1
says 1
she 1
silent 1
sister 1
so 1
sometime 1
speculates 1
sports 1
stabbed 1
story 1
stroke 1
sudden 1
take 1
that 5
the 8
times 1
to 7
unappealing 1
weapon 2
who 1
whoever 1
will 1
with 1
wolfe 6
working 1
york 1
