63987
/m/0h4gh
/m/0h4gh
Stephen King
1982-06-10
{"/m/06n90": "Science Fiction", "/m/0dwly": "Children's literature", "/m/03npn": "Horror", "/m/025txgl": "Western fiction", "/m/014dfn": "Speculative fiction", "/m/0hfjk": "Western", "/m/01hmnh": "Fantasy", "/m/02xlf": "Fiction"}
a 21
abandoned 1
about 2
across 1
after 5
against 1
allie 1
allowed 1
allworld 1
along 1
also 1
alternate 1
amoco 1
an 6
ancient 1
and 23
appear 1
apprentice 1
are 3
as 6
asks 2
asleep 1
assumes 1
at 2
atomic 1
attacked 1
attempting 1
awakes 2
back 1
battle 1
be 1
beans 2
become 1
been 1
before 4
begins 2
below 1
black 14
bringing 1
brings 1
brought 1
brown 2
but 3
by 6
calling 1
came 1
car 1
cards 1
cart 1
catch 1
cathartic 1
cellar 1
center 1
chambers 1
chance 1
charged 1
child 1
children 1
choice 1
chooses 1
church 1
closer 1
comes 1
common 1
contemplating 1
controls 1
cook 1
cort 2
couples 1
creates 1
creatures 1
crow 1
dangles 1
dark 3
david 1
day 1
dead 3
dean 1
death 3
defeating 1
demon 2
desert 2
destination 1
details 1
determine 1
died 1
discards 1
does 2
down 1
during 1
early 1
eat 1
eddie 1
edge 2
encounter 3
encounters 2
enemy 1
entire 1
escape 1
eventually 2
every 1
everything 1
exactly 1
exists 2
extremely 1
fall 1
falls 1
farmer 1
fate 2
fathers 1
fear 1
few 1
fights 1
find 1
first 2
flashback 2
focus 1
follow 1
food 1
foot 1
for 5
forced 1
forcing 1
forget 1
forgotten 1
frame 1
frighten 1
from 6
front 1
fruit 1
gas 1
gilead 1
give 1
gives 1
go 2
god 1
gone 1
got 1
graciously 1
grand 1
gunslinger 1
gunslingers 1
had 1
hanging 3
has 5
have 1
hawk 1
hax 1
he 21
her 2
hey 1
hid 1
him 10
himself 1
his 17
hole 1
holmes 1
how 4
however 1
hypnotizes 1
impregnated 1
in 33
including 3
ingenious 1
insignificant 1
into 4
is 14
it 2
itself 3
jake 16
jawbone 3
jerky 1
journey 1
jude 1
kill 1
kitchen 1
know 2
lady 2
lands 1
leader 1
leads 1
learn 3
leave 1
leaves 1
leaving 1
left 1
lets 1
life 2
local 1
long 2
looking 1
lover 1
made 1
main 1
make 3
makes 3
man 15
manhattan 1
many 1
marten 1
memories 1
men 1
merely 1
mine 1
monstrous 1
more 2
mountain 3
moved 1
mule 3
musical 1
mutants 2
named 1
nearly 1
next 2
night 1
nor 1
not 3
novel 1
now 2
odetta 1
of 26
off 1
offers 1
old 1
on 5
one 1
or 3
oracle 2
order 2
other 1
our 2
ours 1
out 2
own 3
pack 1
painful 1
palaver 1
parallel 1
passed 3
path 1
pawn 1
people 1
permission 2
pivotal 1
place 2
powered 1
precariously 1
presumably 1
previously 1
prisoner 2
proceed 2
propelled 1
pump 2
pursue 1
pushed 1
pusher 1
put 1
quest 2
reads 1
realworld 1
recovering 1
reference 1
refuses 1
representation 1
rescues 1
resident 1
returns 1
reveals 2
rhyme 1
roland 34
sacrificing 1
sailor 1
save 1
scheme 1
school 1
screaming 1
sea 1
search 1
seems 1
selection 1
shadows 2
she 1
showing 1
similar 1
since 1
sits 1
skeleton 2
skewed 1
slow 2
slug 1
small 1
snatches 1
some 1
somewhat 1
song 1
speak 1
speaks 1
spends 1
spent 1
start 1
states 1
station 8
steps 1
story 3
subterranean 1
succeeded 1
such 1
takes 1
teacher 1
technology 1
telling 1
tells 2
ten 1
than 1
that 5
the 83
their 5
then 3
there 5
these 1
they 5
things 2
this 2
three 1
through 4
time 3
to 31
too 1
towards 1
tower 4
town 5
tracks 1
trap 1
travels 1
treachery 1
tricked 1
true 1
truly 1
tull 2
tunnels 1
turned 1
turns 1
twisting 1
ultimate 1
universe 3
up 3
versions 1
vestiges 1
violent 1
wakes 1
walking 1
was 4
water 2
way 12
we 2
weapon 1
welcoming 1
west 1
western 1
what 2
when 5
where 1
which 4
while 5
whilst 1
who 3
will 1
with 8
without 1
witness 1
women 1
world 3
worlds 1
worshipped 1
years 1
zoltan 1
