2376385
/m/077k12
/m/077k12
Agatha Christie

10 1
111 1
117 1
118 1
121 1
128 1
16 1
a 16
about 1
adventure 1
adventurous 1
adversary 1
affair 1
after 1
agency 5
air 1
albert 1
alibi 1
alibis 1
almost 1
also 1
although 1
ambassador 1
an 4
and 13
anthony 1
any 1
are 2
around 1
arrives 2
arthur 1
as 7
assistant 1
at 3
austin 1
bailey 2
baroness 1
bearing 1
bell 1
beresfords 1
berkeley 1
big 1
bill 1
blind 1
blindman 1
book 1
books 1
boots 1
brother 1
brothers 1
brown 1
buff 1
burton 1
business 1
but 2
by 5
c 2
carfax 1
carter 1
case 3
cases 1
centred 1
character 1
chesterton 1
christie 2
cleaned 1
clergyman 1
clinton 1
clubfoot 1
clue 1
colton 1
coming 1
conan 1
corner 1
couple 1
crackler 1
crofts 1
daughter 1
death 1
delights 1
denis 1
desmond 1
detective 12
detectives 2
diminished 1
disappearance 1
do 1
doyle 1
dr 2
dressed 1
duo 1
e 1
each 1
eager 1
edgar 1
elements 1
employ 1
end 1
enemy 1
espionage 1
expoliceman 1
fairy 1
famous 1
farm 1
father 1
featuring 1
fictional 1
finessing 1
fireman 1
first 1
flat 1
following 2
footsteps 1
for 3
forgotten 1
fortune 1
four 1
frances 1
francis 1
freeman 2
french 2
friend 1
g 1
gentleman 1
george 1
gets 1
government 1
h 3
hanaud 1
hapless 1
her 1
herbert 1
hercule 2
his 2
holmes 2
house 2
in 16
including 1
inspector 2
intelligence 1
intercept 1
international 2
introduced 1
introduces 1
is 6
isabel 1
jenkins 1
joseph 1
journalist 1
k 1
king 1
knots 1
known 1
lady 2
latter 1
lurking 1
malcolm 1
man 5
mason 1
matches 1
mccarty 1
message 1
messages 1
mimicking 1
missing 1
mist 1
modelled 1
mr 1
murdered 1
mystery 1
named 1
newspaper 1
no 1
not 1
nowadays 1
of 23
okewood 1
old 2
on 2
one 1
opportunity 1
orczy 2
ostrander 1
out 2
over 1
owen 1
own 2
owners 1
parallels 1
parodied 1
parodies 1
parody 1
part 2
particular 1
pearl 1
period 1
piece 1
pink 1
play 1
playing 1
please 1
plot 1
plotting 1
poirot 2
polly 1
pose 1
pot 1
pregnant 1
proposition 1
published 1
r 1
recently 1
recreates 1
red 1
references 1
reginald 1
reminding 1
reminiscent 1
result 1
reveals 1
riordan 1
roger 1
role 2
sage 1
same 1
scotland 1
secret 1
set 1
setup 1
several 1
she 1
sherlock 2
sherringham 1
sinister 1
so 1
spoof 2
spy 2
stagg 1
stories 3
story 8
stranger 1
string 1
stronghold 1
style 6
such 1
sunningdale 1
superintendent 1
tackle 1
take 1
tale 1
tea 1
that 3
the 65
their 1
they 3
this 5
thorndyke 1
thornley 1
through 1
to 5
tommy 4
tuppence 5
two 3
tying 1
unbreakable 1
unnamed 1
until 2
valentine 1
vein 1
violet 1
w 1
wallace 1
was 2
way 1
wellmeaning 1
when 1
who 2
will 1
williams 2
willing 1
wills 1
with 6
works 1
yard 1
young 2
