532361
/m/02mb3n
/m/02mb3n
Agatha Christie

{"/m/0lsxr": "Crime Fiction", "/m/02n4kr": "Mystery"}
a 4
after 2
agent 2
and 7
another 1
approached 1
are 1
at 1
begin 1
beresford 1
both 1
british 3
command 1
cryptic 1
deathbed 1
decides 1
duo 1
feel 1
female 1
figure 1
following 1
for 3
german 2
germans 1
go 2
grant 1
have 1
him 1
his 2
hotel 2
however 1
identities 1
in 1
infiltrated 1
intelligence 1
investigate 1
is 3
join 1
knew 1
leahampton 1
left 1
m 3
male 1
many 1
may 1
message 1
mission 1
more 1
n 3
not 1
of 1
on 2
once 1
one 2
or 3
out 1
outbreak 1
sans 2
search 1
second 1
she 1
sidelined 1
song 2
souci 2
spies 1
stood 1
susie 2
that 2
the 4
their 1
these 1
they 1
to 6
tommy 3
tuppence 2
two 1
undercover 1
useless 1
wanted 1
war 1
was 1
were 1
when 1
whether 2
who 1
worked 1
world 1
years 1
