2376352
/m/077jxp
/m/077jxp
Agatha Christie

a 3
affectionate 1
after 1
and 5
as 1
baby 1
becomes 1
begins 2
both 1
burden 1
but 1
change 1
comes 1
complete 1
die 1
dramatic 1
effect 1
even 1
experiences 1
fall 1
feeling 1
fire 1
for 1
franklin 1
grow 1
had 1
has 1
her 4
in 2
instantly 1
into 1
later 1
laura 3
life 1
lives 1
love 2
of 2
on 1
pray 1
protective 1
realise 1
resents 1
saving 1
she 1
shirley 3
sister 2
sisters 1
soon 1
that 2
the 3
their 1
to 2
towards 1
up 1
very 1
when 1
will 1
wish 1
world 1
younger 1
