8781048
/m/0g1qy
/m/0g1qy
William Shakespeare
1600
a 19
about 2
adversaries 1
after 1
agrees 1
ally 1
an 2
and 30
announced 1
announces 2
another 1
antonio 1
apparently 1
apprehended 1
aragon 1
are 3
arguments 1
arrest 1
arrives 1
as 5
asks 2
aspersions 1
at 6
attending 1
ball 1
bastard 1
battle 1
be 3
bear 1
beatrice 10
beatrices 1
becomes 1
bedroom 1
before 1
behalf 1
believing 1
below 1
benedick 16
between 1
betwixt 1
blame 1
borachio 2
bored 1
brings 1
brother 2
but 3
by 10
calling 1
can 1
capture 2
carry 1
casting 1
celebration 1
challenge 1
chambermaid 1
character 1
city 1
claudio 15
claudios 4
close 1
comic 1
confess 2
confession 1
confronts 1
congregation 1
conrade 1
constable 1
conversation 1
convinced 1
convinces 1
couples 1
court 1
courts 1
cousin 2
dance 1
dancers 1
daughter 1
day 3
death 2
decides 1
defence 1
denies 1
despite 1
devotion 1
discussing 1
disguised 1
dissuade 1
do 1
does 2
dogberry 1
don 21
draws 1
duels 1
duo 1
during 2
each 4
eavesdropping 1
encouragement 1
enjoy 1
enter 1
epitaph 1
events 1
eventually 1
evil 1
exit 1
explains 1
extract 1
face 1
fact 1
fainted 1
fake 1
family 1
father 1
feelings 1
finally 1
fled 1
follower 1
for 10
force 1
found 1
friar 1
friend 1
friends 1
from 2
furious 1
get 3
giving 1
governor 1
gratified 1
group 1
hand 1
happiness 1
harbour 1
harrowing 1
has 5
have 2
he 8
headed 1
her 8
hero 20
heros 4
him 4
himself 1
his 11
honest 1
horrified 1
humiliate 1
illegitimate 1
impromptu 1
in 7
ineptitude 1
ineptness 1
infidelity 1
informing 1
innocence 1
innocent 1
intention 1
interference 1
interrupts 1
is 14
john 5
johns 1
kind 1
kinswoman 1
knowing 1
large 1
latter 1
laughs 1
leads 1
leave 1
leaving 1
led 2
leonato 6
local 1
longtime 1
love 5
luckily 1
made 1
maintaining 1
makes 1
malapropisms 1
malcontent 1
margaret 3
marriage 1
married 2
marry 2
masquerade 1
master 1
matchmake 1
meanwhile 1
men 3
merry 1
messenger 4
messina 2
mistake 1
mistaking 1
misunderstanding 1
month 1
most 1
neither 1
never 1
newfound 1
news 2
next 1
niece 1
night 1
not 3
obtain 1
of 12
officers 1
on 5
only 3
open 1
opportunity 1
order 1
other 4
overheard 1
pedro 14
pedros 1
person 1
place 1
plan 1
planned 1
plans 1
play 1
plots 1
post 1
postponed 1
presiding 1
pride 1
prince 1
proclaim 1
prompted 3
proof 1
proper 1
prospect 1
proud 1
publicly 1
punishment 1
quickly 1
refuses 1
rekindled 1
remarks 1
remorse 1
repentant 1
reprimanded 1
reputation 1
request 1
requite 1
resolved 1
rest 1
returned 1
revenge 1
revives 1
right 1
ruin 1
same 2
sarcastic 1
second 1
seeing 1
sent 1
shall 1
shock 1
signior 1
since 1
situation 1
slandered 1
slay 1
so 1
soldier 1
soon 1
spanish 1
speak 1
spy 1
stay 1
struck 1
stunned 1
subsequently 1
substitute 1
successful 1
surprised 1
swears 1
teases 1
telling 1
tells 1
that 8
the 40
their 7
them 1
then 1
there 1
they 2
this 1
though 2
thought 1
to 26
too 1
treachery 1
tries 1
truth 1
two 1
uncle 1
unmasked 1
unsuccessful 1
up 1
upon 2
uses 1
villains 1
waiting 1
war 1
watch 3
wedding 5
week 1
welcomes 1
when 1
while 3
who 3
will 2
willing 1
window 1
wins 1
with 1
women 1
woo 1
wooing 1
young 1
