60149
/m/0gcjx
/m/0gcjx
Robert A. Heinlein
1964
{"/m/06n90": "Science Fiction"}
a 12
actually 1
adapts 1
adjust 1
advanced 1
african 3
after 2
alcoholic 1
alive 1
all 2
along 1
also 1
alternate 2
although 1
american 1
an 5
ancestry 1
and 11
announces 2
another 1
anyway 1
apparently 2
appears 1
are 1
as 4
asks 1
attack 5
attempt 1
automatic 1
back 1
barbara 7
be 1
become 2
been 3
before 1
below 1
berates 1
between 1
blackwhite 1
bottled 1
bridge 2
but 7
by 5
can 2
captive 1
captives 1
captured 1
car 4
castrated 1
challenged 1
characters 1
clear 1
club 1
college 1
come 1
completely 1
complications 1
conversation 1
convinces 1
copulation 1
creatures 1
culture 1
daughter 2
day 1
decadent 1
decides 1
deduces 1
demands 1
despite 1
didnt 1
dies 1
different 1
dimension 1
distant 1
does 2
drive 1
driven 1
due 1
duke 4
during 3
each 1
either 1
emergency 1
encounter 1
end 1
ensure 2
escape 1
events 1
eventually 1
every 1
execute 1
execution 1
exiting 1
experienced 1
experiment 2
explosion 2
explosions 1
fail 1
fallout 1
family 2
farnham 2
final 1
find 1
finds 1
flee 1
follows 1
for 4
forced 3
french 1
friction 1
frightening 1
from 2
future 2
game 1
go 1
grace 3
graduate 1
group 7
had 2
has 3
have 2
he 1
her 6
him 1
his 2
hits 1
holds 1
home 1
house 2
hugh 7
humans 1
if 1
in 7
infant 1
injuries 1
instead 1
intervenes 1
into 2
involved 1
is 5
it 1
joe 2
just 1
karen 4
keeps 1
labor 1
large 1
largest 1
law 1
leader 2
leave 3
lives 1
lord 1
low 1
make 1
man 1
manual 1
mention 1
middleaged 1
minor 1
mother 1
necessary 1
new 1
next 1
night 1
not 3
nuclear 3
occurs 1
of 8
one 1
only 1
or 3
original 1
other 1
overhead 1
own 2
oxygen 1
parents 1
party 1
pass 1
people 1
pioneer 1
ponse 1
possible 1
pregnancy 1
pregnant 2
preparations 1
prior 1
protector 1
rather 1
realize 1
region 1
respect 1
rest 1
resulted 1
retreat 1
return 1
returned 1
reversal 1
rock 1
role 1
romantically 1
running 1
russians 1
safety 1
same 1
sanity 1
semitropical 1
send 1
sent 1
sentient 1
servant 1
several 2
sexual 1
she 4
shelter 4
ship 1
shocking 1
sister 1
situation 1
slaves 2
somehow 1
sometimes 1
son 1
sorority 1
spared 1
speculate 1
spend 1
stay 1
strives 1
student 1
sudden 1
sure 1
survive 1
taken 1
technologically 1
tell 1
than 1
that 10
the 36
their 6
them 5
themselves 1
then 1
these 1
they 12
think 1
this 1
though 1
through 1
time 1
timetravel 2
to 19
transmission 2
transported 1
trying 1
tunnel 1
undamaged 1
uneducated 1
uninhabited 1
universe 1
upon 1
volunteer 2
war 1
ways 1
when 3
which 1
while 1
whites 1
whose 1
wife 1
will 2
with 9
worked 1
world 2
would 1
