1664764
/m/02p4q1h
/m/02p4q1h
Isaac Asimov
1958
{"/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction", "/m/05hgj": "Novel"}
a 11
according 1
admits 2
after 2
agrees 1
all 1
also 1
an 5
and 11
are 3
armed 1
asked 1
asteroid 1
at 2
attack 1
attempted 1
back 2
base 3
being 1
belong 1
below 1
ben 1
bigman 5
brings 1
built 1
but 3
by 5
captured 1
chief 1
claimed 1
client 1
colonized 1
colony 3
commander 1
conceals 1
conference 3
contacts 1
contrary 1
conway 1
councilman 1
david 1
deal 1
defeating 1
destroyed 1
devoure 5
dorrance 3
duel 1
earth 4
empty 2
endangers 1
ends 1
enough 1
entered 2
escaped 1
establish 2
established 3
fact 1
first 1
fleet 1
follow 1
for 2
fragment 1
from 3
has 1
have 4
having 1
he 3
him 1
himself 3
his 5
if 1
in 6
informs 1
inhabitants 1
inhabited 1
insists 1
interior 1
interstellar 1
into 1
irrelevant 1
is 4
it 4
its 1
jack 1
jones 1
jovian 2
killed 1
lead 1
learns 1
leave 1
leaves 1
life 1
lose 1
lucky 1
maintain 1
makes 1
mimas 5
month 1
months 1
moons 1
not 1
of 5
off 1
on 8
or 1
ordered 1
orders 1
ours 1
out 1
own 1
part 1
particular 1
permanent 1
placed 1
plan 1
precedent 1
principle 1
pursue 1
pursuing 1
reasons 1
reentered 1
regardless 1
removing 1
replies 1
rest 1
result 1
returning 1
returns 1
ring 2
rings 1
route 1
saturn 2
saturnian 5
secret 1
settlements 1
several 2
ship 4
ships 1
shooting 2
sidekick 1
sirian 4
sirians 8
sirius 1
six 1
space 2
spares 1
spy 1
starr 13
states 1
stellar 2
sten 1
supplies 1
surface 1
system 10
taken 1
takes 1
terrestrial 1
testify 2
that 13
the 30
them 1
then 3
there 1
they 3
those 1
threatens 1
three 1
through 1
titan 4
to 17
travels 1
tries 1
uncovered 1
unless 1
upcoming 1
very 1
vesta 2
violated 1
voting 2
warned 1
was 1
we 1
weeks 1
wessilewsky 6
when 3
where 2
whereupon 1
whether 1
who 1
will 2
with 7
within 1
world 2
worlds 3
