218875
/m/01g097
/m/01g097
Agatha Christie

{"/m/0lsxr": "Crime Fiction", "/m/02n4kr": "Mystery", "/m/0d6gr": "Reference", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
a 9
acquitted 1
adding 1
administered 1
after 1
afterwards 1
against 1
agent 1
alfred 7
alibi 1
all 2
already 1
also 3
although 1
an 2
and 9
any 1
apparently 1
are 1
arguing 1
arrest 2
arrested 1
as 7
assisted 1
at 5
ate 1
automatically 1
be 7
became 1
been 1
before 1
behaviour 1
bottle 1
bottom 1
bromide 1
but 1
by 6
can 2
case 3
causing 1
cavendish 7
cavendishes 1
clears 1
committed 1
companion 1
constituents 1
consumed 1
could 3
country 1
court 1
cousin 1
crime 2
curtain 1
day 1
death 2
decease 1
denies 1
dinner 1
discovered 1
distressed 1
distributed 1
document 2
dose 1
double 1
due 1
during 1
dying 1
earlier 1
early 1
emily 9
enemy 1
england 1
enlists 1
essex 1
estate 1
evelyn 2
evening 2
events 1
evidence 3
explain 1
false 1
father 1
finally 1
financially 1
find 2
first 1
for 2
forced 1
fortune 1
friend 1
from 2
gain 1
genuine 1
guilty 1
had 2
has 1
hastings 1
hate 1
have 1
he 10
help 1
hence 1
her 9
hercule 1
him 6
himself 1
his 8
houseguest 1
how 1
howard 2
hunter 1
husband 3
i 1
in 7
income 2
incriminate 1
inglethorp 11
inglethorps 1
inheritance 1
inherited 1
inherits 1
innocuous 1
intervenes 1
is 8
it 2
its 1
jeopardy 1
john 5
keen 1
keep 1
killed 1
kissing 1
larger 1
last 1
late 4
later 2
lawrence 1
left 2
lethal 1
lieutenant 1
life 1
likely 1
little 1
live 1
made 1
man 1
manor 1
mary 2
medicine 1
most 3
mr 1
mrs 6
much 2
murder 1
nearby 2
new 1
night 1
no 1
nobody 1
normally 1
not 4
novel 1
obtained 2
occurred 1
of 11
oldest 1
on 1
once 1
one 2
open 1
openly 1
or 2
other 1
out 2
outright 1
overheard 1
overnight 1
own 1
pair 1
part 1
pass 1
people 1
per 2
pieces 1
plan 1
poirot 6
poison 2
poisoned 2
poisoning 2
police 2
powder 1
precipitating 1
present 1
prime 1
prison 1
prompting 1
property 1
proves 1
provide 1
proving 2
purchased 2
quite 1
realized 1
recent 1
refuses 1
refuted 1
regular 1
remainderman 1
remarriage 1
removed 1
residents 1
retired 1
room 1
scotland 1
second 1
seemed 1
seems 1
set 1
setting 1
several 1
she 3
should 1
since 1
single 1
sink 1
sleeping 1
so 2
someone 2
st 1
stayed 1
staying 1
stepmother 1
stepson 2
stepsons 1
strychnine 4
styles 7
subsequently 1
suggest 1
surrounding 1
suspect 2
suspicious 1
terms 1
than 1
that 2
the 31
their 1
then 1
there 1
they 1
time 1
to 20
together 1
too 1
trial 1
tried 1
turns 1
two 1
under 1
upon 3
vested 1
village 3
wake 1
wanted 1
war 1
was 8
wealthy 1
well 2
were 1
what 1
when 3
where 1
which 2
who 3
widow 1
wife 2
will 5
with 3
world 1
would 1
yard 1
younger 2
