1954495
/m/068nb1
/m/068nb1


{"/m/06n90": "Science Fiction"}
a 7
accidentally 1
administered 1
alive 1
amazingly 1
and 3
are 2
as 2
back 1
be 2
believe 1
blood 1
body 5
but 2
calls 1
can 1
cannot 1
case 1
catholic 1
charge 1
come 1
cryogenics 1
cryonics 1
days 1
deep 1
does 1
drill 1
easier 1
eight 1
explaining 1
explains 1
far 1
fifteen 1
figure 1
finally 1
for 2
friend 1
from 1
frozen 1
geologist 1
given 1
has 2
he 2
him 1
his 1
houghton 1
immediately 2
in 3
is 7
it 4
itself 1
joins 1
language 1
latin 1
lew 3
life 2
machine 1
man 1
mccardle 2
muttering 1
mutterings 1
mysteries 1
next 1
noone 1
north 1
not 1
nun 1
of 4
oil 2
on 1
out 2
petrovitch 3
proven 1
pumped 1
quest 1
reason 1
recorded 1
restored 1
revived 1
running 1
scientist 1
semyon 1
sends 1
sleep 1
sort 1
soviet 1
specializes 1
spends 1
such 1
takes 1
test 1
that 3
the 12
their 1
there 1
to 6
treat 1
treatments 1
uncovers 1
until 2
various 1
which 1
while 1
who 4
working 1
years 1
